Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,Price_euros,SSD,HDD,Hybrid,Flash_Storage,Cpu_brand,Cpu_speed,price_per_inch
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.04,979.0,128,1024,0,0,Intel Core i5 7200U,2.7,62.756410256410255
Lenovo,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 7,1.7,1002.0,0,0,508,0,Intel Core i5 6200U,2.3,71.57142857142857
Asus,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,16,Nvidia GeForce GTX 950M,Windows 10,2.3,1799.0,512,2048,0,0,Intel Core i7 7500U,2.7,115.32051282051282
HP,Notebook,15.6,1366x768,6,Intel HD Graphics 620,Windows 10,2.04,579.0,0,1024,0,0,Intel Core i7 7500U,2.7,37.11538461538461
Asus,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,1749.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,101.09826589595376
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,12,Intel HD Graphics 620,Windows 10,2.19,1299.0,512,0,0,0,Intel Core i7 7500U,2.7,83.26923076923077
Toshiba,Notebook,13.3,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 7,1.2,1195.0,128,0,0,0,Intel Core i5 6200U,2.3,89.84962406015038
Lenovo,Notebook,15.6,Full HD 1920x1080,6,AMD Radeon 530,Windows 10,2.2,549.0,256,0,0,0,AMD A12-Series 9720P,3.6,35.19230769230769
Fujitsu,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.3,649.0,256,0,0,0,Intel Core i5 6200U,2.3,41.6025641025641
Toshiba,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 10,1.75,915.0,0,500,0,0,Intel Core i5 6200U,2.3,65.35714285714286
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M430,Windows 10,2.25,599.0,0,500,0,0,Intel Core i5 7200U,2.5,38.3974358974359
HP,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.04,806.0,0,1024,0,0,Intel Core i5 7200U,2.5,51.66666666666666
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.5,1189.0,128,1024,0,0,Intel Core i7 7700HQ,2.8,76.21794871794872
Dell,Notebook,15.6,1366x768,8,AMD Radeon R7 M445,Windows 10,2.36,749.0,0,1024,0,0,Intel Core i7 7500U,2.7,48.01282051282051
Dell,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 620 ,Windows 10,1.6,1119.0,128,0,0,0,Intel Core i5 7200U,2.5,79.92857142857143
HP,Netbook,12.5,Full HD 1920x1080,8,Intel HD Graphics 515,Windows 10,0.97,1908.0,512,0,0,0,Intel Core M 6Y75,1.2,152.64
HP,Notebook,15.6,Full HD 1920x1080,4,AMD Radeon 520,Windows 10,2.1,499.0,128,1024,0,0,Intel Core i3 6006U,2.0,31.98717948717949
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 500,No OS,1.9,270.62,128,0,0,0,Intel Celeron Dual Core N3350,1.1,17.347435897435897
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,2.3,1349.0,256,0,0,0,Intel Core i5 6200U,2.3,86.47435897435898
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.68,889.0,256,0,0,0,Intel Core i5 7200U,2.5,66.84210526315789
Asus,Notebook,13.3,Quad HD+ 3200x1800,8,Intel HD Graphics 620,Windows 10,1.4,1150.0,256,0,0,0,Intel Core i5 7200U,2.5,86.46616541353383
HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.11,1349.0,256,0,0,0,Intel Core i7 7500U,2.7,101.42857142857142
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 505,Windows 10,2.4,380.0,0,500,0,0,Intel Pentium Quad Core N4200,1.1,24.35897435897436
Asus,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1799.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,115.32051282051282
HP,Ultrabook,14.0,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.48,2089.0,512,0,0,0,Intel Core i7 7500U,2.7,149.21428571428572
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.7,1260.0,128,1024,0,0,Intel Core i7 7700HQ,2.8,80.76923076923077
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.34,1189.0,256,0,0,0,Intel Core i5 7200U,2.5,89.3984962406015
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.18,547.0,128,0,0,0,Intel Core i3 7100U,2.4,35.06410256410256
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.64,779.0,0,500,0,0,Intel Core i5 7200U,2.5,55.642857142857146
Toshiba,Notebook,13.3,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 10,1.2,1195.0,128,0,0,0,Intel Core i5 6200U,2.3,89.84962406015038
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 10,1.48,1099.99,256,0,0,0,Intel Core i5 6300U,2.4,78.57071428571429
HP,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,1.95,1205.0,256,0,0,0,Intel Core i5 7200U,2.5,86.07142857142857
HP,Ultrabook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 7,1.43,1449.0,256,0,0,0,Intel Core i7 6600U,2.6,103.5
HP,Notebook,14.0,Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,1.64,1049.26,256,0,0,0,Intel Core i5 7200U,2.5,74.94714285714285
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.64,684.0,0,500,0,0,Intel Core i3 7100U,2.4,48.85714285714285
Dell,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.65,949.0,0,0,1024,0,Intel Core i5 7300HQ,2.5,60.833333333333336
HP,Ultrabook,12.5,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,1.26,1539.0,0,500,0,0,Intel Core i5 7200U,2.5,123.12
HP,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,1.48,1590.0,256,0,0,0,Intel Core i5 7200U,2.5,113.57142857142856
HP,Ultrabook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.54,1887.21,256,0,0,0,Intel Core i7 6500U,2.5,134.8007142857143
HP,Notebook,13.3,1366x768,4,Intel HD Graphics 620,Windows 10,1.49,800.0,0,500,0,0,Intel Core i3 7100U,2.4,60.15037593984962
Toshiba,Notebook,13.3,1366x768,8,Intel HD Graphics 520,Windows 10,1.5,1210.0,256,0,0,0,Intel Core i5 6200U,2.3,90.97744360902256
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.04,769.99,256,0,0,0,Intel Core i3 7100U,2.4,49.35833333333333
Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,16,Nvidia Quadro 3000M,Windows 7,2.4,2968.0,512,0,0,0,Intel Core i7 6820HQ,2.7,171.56069364161849
Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.47,1490.0,256,0,0,0,Intel Core i5 6200U,2.3,106.42857142857144
HP,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.43,2229.0,256,0,0,0,Intel Core i7 6500U,2.5,159.21428571428572
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4,Intel HD Graphics 520,Windows 10,2.08,795.99,0,1024,0,0,Intel Core i3 6100U,2.3,51.025
Toshiba,Ultrabook,13.3,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.2,1590.0,256,0,0,0,Intel Core i5 6200U,2.3,119.54887218045111
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.11,1149.0,256,0,0,0,Intel Core i5 7200U,2.5,86.39097744360902
HP,Notebook,14.0,Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,1.64,1185.43,256,0,0,0,Intel Core i7 7500U,2.7,84.67357142857144
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,2.09,1046.44,0,500,0,0,Intel Core i5 6300U,2.4,67.07948717948719
HP,Ultrabook,12.5,1366x768,4,Intel HD Graphics 620,Windows 10,1.26,1559.0,256,0,0,0,Intel Core i5 7200U,2.5,124.72
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,2.31,1189.0,0,500,0,0,Intel Core i5 7200U,2.5,84.92857142857143
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.95,1060.0,0,500,0,0,Intel Core i5 7200U,2.5,75.71428571428571
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8,Intel HD Graphics 620,Windows 10,1.29,1624.0,256,0,0,0,Intel Core i5 7200U,2.5,122.10526315789473
HP,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.63,1080.0,256,0,0,0,Intel Core i5 7200U,2.5,62.42774566473988
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.64,973.0,256,0,0,0,Intel Core i5 7200U,2.5,69.5
Acer,Notebook,15.6,1366x768,6,AMD Radeon R5,Windows 10,2.1,409.0,0,1024,0,0,AMD A9-Series 9420,3.0,26.21794871794872
MSI,Gaming,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.7,1191.8,128,1024,0,0,Intel Core i7 7700HQ,2.8,68.89017341040461
HP,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 7,1.95,1195.0,256,0,0,0,Intel Core i5 6200U,2.3,85.35714285714286
HP,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.84,1228.99,256,0,0,0,Intel Core i7 6500U,2.5,78.78141025641025
HP,Ultrabook,12.5,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.26,1349.0,256,0,0,0,Intel Core i7 6500U,2.5,107.92
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.04,742.0,0,500,0,0,Intel Core i5 7200U,2.5,47.56410256410256
Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.47,1725.0,256,0,0,0,Intel Core i7 6600U,2.6,123.21428571428572
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 7,2.09,1062.95,256,0,0,0,Intel Core i5 6300U,2.4,68.13782051282051
HP,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.64,1010.51,256,0,0,0,Intel Core i5 7200U,2.5,72.17928571428571
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4,Intel HD Graphics 520,Windows 10,1.8,847.0,256,0,0,0,Intel Core i7 6500U,2.5,54.2948717948718
Vero,Notebook,14.0,1366x768,2,Intel HD Graphics 400,Windows 10,1.45,210.8,0,0,0,32,Intel Atom X5-Z8350,1.44,15.05714285714286
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,16,Nvidia GeForce 930M,Windows 10,2.4,1425.0,256,0,0,0,Intel Core i7 6500U,2.5,91.34615384615384
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,2.3,1049.6,256,0,0,0,Intel Core i5 6200U,2.3,67.28205128205128
HP,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 10,1.54,1000.0,0,500,0,0,Intel Core i5 6200U,2.3,71.42857142857143
HP,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.84,2103.34,256,500,0,0,Intel Core i5 6300U,2.4,134.8294871794872
HP,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 7,1.43,1469.0,256,0,0,0,Intel Core i5 6200U,2.3,104.92857142857144
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,3.78,1545.64,256,1024,0,0,Intel Core i7 6820HK,2.7,89.34335260115607
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2289.99,128,1024,0,0,Intel Core i7 6700HQ,2.6,132.3693641618497
Asus,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.2,287.9,0,0,0,16,Intel Celeron Dual Core N3060,1.6,24.818965517241377
Lenovo,Notebook,14.0,IPS Panel 2560x1440,16,Intel HD Graphics 520,Windows 7,1.1,2620.0,256,0,0,0,Intel Core i7 6600U,2.6,187.1428571428572
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce 940MX,Windows 10,1.91,979.0,0,1024,0,0,Intel Core i7 7500U,2.7,62.756410256410255
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,2.3,1094.0,256,0,0,0,Intel Core i5 7200U,2.7,70.12820512820512
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.04,979.0,256,0,0,0,Intel Core i5 7200U,2.5,62.756410256410255
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,16,Intel HD Graphics 620,Windows 10,1.2,2254.0,1024,0,0,0,Intel Core i7 7500U,2.7,169.4736842105263
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.31,705.15,0,500,0,0,Intel Core i3 6100U,2.3,45.20192307692307
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,No OS,1.96,499.0,0,500,0,0,Intel Core i5 7200U,2.5,31.98717948717949
Acer,Notebook,15.6,1366x768,8,AMD Radeon R5,Windows 10,2.4,449.0,0,1024,0,0,AMD A8-Series 7410,2.2,28.78205128205128
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,12,Intel HD Graphics 620,Windows 10,1.6,1299.0,256,0,0,0,Intel Core i7 7500U,2.7,97.66917293233082
MSI,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.94,1819.0,256,1024,0,0,Intel Core i7 6700HQ,2.6,116.6025641025641
HP,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.04,1070.0,256,0,0,0,Intel Core i7 7500U,2.7,68.58974358974359
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 965M,No OS,4.0,998.0,0,1024,0,0,Intel Core i7 6700HQ,2.6,57.6878612716763
Dell,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics,Windows 10,2.25,559.0,0,1024,0,0,Intel Core i5 7200U,2.5,35.833333333333336
Dell,Notebook,15.6,Full HD 1920x1080,16,AMD Radeon R7 M445,Windows 10,2.32,989.99,0,2048,0,0,Intel Core i7 7500U,2.7,63.46089743589744
MSI,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.8,1929.0,256,1024,0,0,Intel Core i7 6700HQ,2.6,123.65384615384616
Dell,Ultrabook,13.3,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.29,1458.0,256,0,0,0,Intel Core i7 7500U,2.7,109.62406015037594
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,64,Nvidia GeForce GTX 980 ,Windows 10,3.58,3975.0,1024,0,0,0,Intel Core i7 6820HK,2.7,229.76878612716763
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 520,Windows 10,1.62,798.01,256,0,0,0,Intel Core i7 6500U,2.5,60.00075187969925
Dell,Gaming,15.6,4K Ultra HD 3840x2160,16,Nvidia GeForce GTX 970M,Windows 10,3.21,1329.0,256,1024,0,0,Intel Core i7 6700HQ,2.6,85.1923076923077
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,8,Intel HD Graphics 515,Mac OS X,0.92,1300.0,0,0,0,256,Intel Core M,1.1,108.33333333333331
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.06,481.98,0,500,0,0,Intel Core i3 6100U,2.3,30.896153846153847
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.31,1199.0,0,500,0,0,Intel Core i5 6200U,2.3,76.85897435897436
HP,Ultrabook,12.5,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 7,1.26,1199.0,256,0,0,0,Intel Core i5 6200U,2.3,95.92
HP,Notebook,13.3,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.49,1090.0,256,0,0,0,Intel Core i7 7500U,2.7,81.9548872180451
Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 520,Windows 10,1.3,1713.49,256,0,0,0,Intel Core i7 6500U,2.5,137.0792
Lenovo,Notebook,17.3,1600x900,8,AMD Radeon R5 M330,Windows 10,3.0,659.0,0,1024,0,0,Intel Core i5 6200U,2.3,38.09248554913295
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,4,Nvidia GeForce GTX 950M,Windows 10,2.3,977.0,0,1024,0,0,Intel Core i5 6300HQ,2.3,62.62820512820513
MSI,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,3.78,2499.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,144.4508670520231
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,540.0,0,500,0,0,Intel Core i5 6200U,2.3,34.61538461538461
HP,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 7,2.31,940.0,0,500,0,0,Intel Core i5 6200U,2.3,60.256410256410255
Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,8,Intel HD Graphics 515,Windows 10,0.99,1399.0,512,0,0,0,Intel Core M 6Y75,1.2,111.92
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,32,Nvidia GeForce GTX 980M,Windows 10,4.6,3240.0,512,0,1024,0,Intel Core i7 6820HK,2.7,187.28323699421964
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,4,Intel HD Graphics 400,Windows 10,0.69,646.27,0,0,0,64,Intel Atom x5-Z8550,1.44,63.98712871287129
HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,16,Intel HD Graphics 620,Windows 10,1.3,2049.0,512,0,0,0,Intel Core i7 7500U,2.7,154.06015037593986
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.18,750.0,256,0,0,0,Intel Core i5 7200U,2.5,48.07692307692308
HP,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 7,1.54,1030.99,0,500,0,0,Intel Core i5 6200U,2.3,73.64214285714286
HP,Workstation,15.6,Full HD 1920x1080,8,AMD FirePro W4190M,Windows 7,1.9,1495.0,256,0,0,0,Intel Core i7 6500U,2.5,95.83333333333331
Lenovo,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 7,1.7,1199.0,180,0,0,0,Intel Core i5 6200U,2.3,85.64285714285714
HP,Notebook,13.3,Quad HD+ 3200x1800,4,Intel HD Graphics 515,Chrome OS,1.29,615.0,0,0,0,32,Intel Pentium Dual Core 4405Y,1.5,46.24060150375939
Acer,Notebook,15.6,1366x768,4,AMD Radeon R5,Windows 10,2.4,387.0,0,500,0,0,AMD A8-Series 7410,2.2,24.807692307692307
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics,Linux,2.2,393.49,0,500,0,0,Intel Pentium Quad Core N3700,1.6,25.22371794871795
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,No OS,1.86,345.99,0,1024,0,0,Intel Core i3 6006U,2.0,22.178846153846155
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.7,1599.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,92.42774566473987
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,4,AMD Radeon 530,Windows 10,1.4,818.35,256,0,0,0,Intel Core i5 8250U,1.6,61.53007518796992
HP,Netbook,12.5,1366x768,4,Intel HD Graphics 520,Windows 7,2.4,1599.0,128,0,0,0,Intel Core i5 6200U,2.3,127.92
Acer,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 950M,Windows 10,2.4,799.0,256,1024,0,0,Intel Core i5 7200U,2.5,51.21794871794872
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon R7 M445,Windows 10,2.36,638.8,0,1024,0,0,Intel Core i5 7200U,2.5,40.94871794871795
MSI,Gaming,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 965M,Windows 10,2.6,1599.0,256,0,0,0,Intel Core i7 6700HQ,2.6,92.42774566473987
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 405,Windows 10,1.96,500.0,0,1024,0,0,Intel Pentium Quad Core N3710,1.6,32.05128205128205
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.3,2299.0,128,1024,0,0,Intel Core i7 6700HQ,2.6,132.89017341040463
Dell,Ultrabook,12.5,1366x768,4,Intel HD Graphics 520,Windows 7,1.5,1135.15,0,500,0,0,Intel Core i3 6100U,2.3,90.812
Dell,Ultrabook,12.5,1366x768,4,Intel HD Graphics 520,Windows 7,1.5,1166.97,128,0,0,0,Intel Core i3 6100U,2.3,93.3576
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics,Chrome OS,2.2,209.0,16,0,0,0,Intel Celeron Dual Core 3205U,1.5,13.397435897435898
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,8,AMD FirePro W6150M,Windows 7,3.0,2899.0,0,1024,0,0,Intel Core i7 6700HQ,2.6,167.5722543352601
Lenovo,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1199.0,512,0,0,0,Intel Core i7 7700HQ,2.8,76.85897435897436
Dell,Ultrabook,12.5,1366x768,8,Intel HD Graphics 520,Windows 7,1.5,1413.1,256,0,0,0,Intel Core i5 6200U,2.3,113.048
MSI,Gaming,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,2.9,1511.19,128,1024,0,0,Intel Core i7 6700HQ,2.6,87.35202312138728
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4,Intel HD Graphics 520,Windows 10,2.1,867.0,256,0,0,0,Intel Core i5 6200U,2.3,55.57692307692308
HP,Notebook,15.6,Full HD 1920x1080,4,AMD Radeon R4,Windows 10,2.1,398.0,0,1024,0,0,AMD A6-Series 9220,2.5,25.512820512820515
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 960M,Windows 10,2.59,1339.0,128,1024,0,0,Intel Core i7 6700HQ,2.6,85.83333333333333
HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,8,Intel HD Graphics 515,Windows 10,1.16,1699.0,256,0,0,0,Intel Core M 6Y54,1.1,127.74436090225564
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M315,Windows 7,2.24,769.15,0,500,0,0,Intel Core i5 6200U,2.3,49.30448717948718
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,429.0,128,0,0,0,Intel Core i3 6006U,2.0,27.5
HP,Ultrabook,13.3,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.16,1969.0,512,0,0,0,Intel Core i7 6500U,2.5,148.04511278195488
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,4,Intel HD Graphics 400,Android,0.69,549.0,0,0,0,64,Intel Atom x5-Z8550,1.44,54.35643564356436
Dell,Ultrabook,13.3,Full HD 1920x1080,8,Intel Iris Plus Graphics 640,Windows 10,1.23,1379.0,256,0,0,0,Intel Core i7 7560U,2.4,103.68421052631578
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2749.99,256,0,1024,0,Intel Core i7 6820HK,2.7,158.95895953757224
Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,8,Intel HD Graphics 520,Windows 10,1.25,1029.0,256,0,0,0,Intel Core i7 6500U,2.5,82.32
Toshiba,Ultrabook,13.3,Full HD 1920x1080,16,Intel HD Graphics 620,Windows 10,1.05,2226.0,512,0,0,0,Intel Core i7 7500U,2.7,167.36842105263156
Asus,Gaming,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,3.52,1312.49,128,1024,0,0,Intel Core i7 6700HQ,2.6,75.86647398843931
Vero,Notebook,13.3,Full HD 1920x1080,4,Intel HD Graphics 400,Windows 10,1.35,196.0,0,0,0,32,Intel Atom X5-Z8350,1.44,14.736842105263158
HP,Notebook,13.3,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.16,1690.0,256,0,0,0,Intel Core i5 6200U,2.3,127.06766917293233
HP,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 7,1.43,1513.0,256,0,0,0,Intel Core i5 6200U,2.3,108.07142857142856
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.09,523.63,0,500,0,0,Intel Core i5 6200U,2.3,33.56602564102564
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.0,435.0,0,1024,0,0,Intel Core i3 7100U,2.4,27.884615384615387
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 520,Windows 10,1.8,1669.0,256,0,0,0,Intel Core i7 6500U,2.5,119.21428571428572
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,4,Intel HD Graphics 400,Windows 10,0.69,479.0,0,0,0,64,Intel Atom x5-Z8550,1.44,47.42574257425743
HP,Ultrabook,12.5,1366x768,8,Intel HD Graphics 520,Windows 7,1.26,1895.0,256,0,0,0,Intel Core i5 6300U,2.4,151.6
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1060,No OS,2.4,989.0,128,1024,0,0,Intel Core i5 7300HQ,2.5,63.3974358974359
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,3.35,1129.0,128,1024,0,0,Intel Core i5 6300HQ,2.3,65.26011560693641
HP,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.04,629.0,0,2048,0,0,Intel Core i7 7500U,2.7,40.320512820512825
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,8,Nvidia Quadro M500M,Windows 7,1.8,2050.38,512,0,0,0,Intel Core i7 6600U,2.6,146.4557142857143
Asus,Notebook,14.0,1366x768,4,Intel HD Graphics 500,Windows 10,1.5,278.0,0,0,0,32,Intel Celeron Dual Core N3350,1.1,19.857142857142858
